abattoir waste
acerola residue
aerobic sludge
africa bio-wastes
african biomass
agave bagasse
agricultural biomass
agricultural by-products
agricultural residue
agricultural waste
agrifood by-products
agri-industrial wastes
agriwaste
agro by-products
agro wastes
agro-based residues
agro-biomass
agro-food by-products
agroforestry biomass
agro-forestry residues
agro-horti waste
agroindustrial biomass
agro-industrial by-product
agroindustrial effluents
agro-industrial residues
agro-industrial waste
agroindustrial wastewater
agro-origin wastes
agro-residue
agro-waste
agro-waste biomass
algae sludge
algal biochar
algal biomass
algal feedstocks
algal residues
alternative waste
ammonium-rich wastewater
anaerobic biomass
anaerobic digestate
anaerobic effluent
anaerobic sludge
anaerobic waste
anaerobic wastewater
animal biomass
animal by-product
animal dung
animal excreta
animal manure
animal slurry
animal waste
animal wastewater
apple bagasse
apple peel
apple pomace
aquaculture waste
aquatic biomass
aqueous effluents
artichoke biowastes
ash-amended sewage
australis straw
bagasse
bagasse ash
bagasse biochar
bagasse lignocellulose
bagasse mix
bagasse slurry
bagasse varieties
bagasse wastes
bakery waste
bamboo
bamboo biomass
bamboo residue
bamboo sawdust
bamboo sludge
bamboo straw
banana peel
banana residue
banana waste
bark ash
bark bagasse
beer vinasse
beet by-products
beet molasses
beet waste
biochar-manure
biodegradable waste
biodiesel by-product
biodiesel feedstock
bio-fermentation waste
biogas digestates
biogas manure
biogas residue
biogas slurry
biogas-derived digestate
biogenic wastes
bioleached sludge
biological sludge
biological waste
biological wastewater
biomanure
biomass ashes
biomass bagasse
biomass residue
biomass waste
biomass waste-rice
biomass-origin waste
bio-slurry
bio-toilet residue
bio-waste
biowaste materials
biowaste-derived residues
bovine manure
bran waste
branch waste
bread residues
bread waste
brewery effluent
brewery sludges
broiler manure
buffalo dung
buffalo manure
building wastewater
bunch waste
cabbage waste
calcium-rich wastes
cane bagasse
cane by-products
cane molasses
cane residues
cane straw
cane vinasse
canteen waste
carabao manure
carbide sludge
carbohydrate-rich wastewater
cassava bagasse
cassava biomass
cassava effluent
cassava leaf
cassava peel
cassava residue
cassava stalks
cassava waste
cassava wastewater
cattle-slaughterhouse wastewater
cellulosic waste
cereal residues
charcoal residues
chicken litter
chicken waste
chicken-manure
chrysanthemum waste
citronella bagasse
citrus residues
citrus waste
city waste
cob bagasse
cocoa pods
cocoa residues
coconut coir
coconut fiber
coconut fibre
coconut fronds
coconut husk
coconut leaf
coconut shell
coconut waste
coffee husk
coffee residues
coffee waste
coir dust
coir fibers
coir waste
compost residuals
corn by-product
corn residue
corn stalk
corn straw
corn waste
corncob residue
cornstalk biochar
cotton stalk
cotton waste
cow urine
cow-dung
cow-manure
crop residue
crop straw
crop waste
crop-residues
cucumber residue
cucumber stalk
dairy by-products
dairy effluent
dairy manure
dairy waste
dairy wastewater
date by-products
date waste
deer manure
dewatered sewage
dewatered sludge
dewatered waste
digestate
digestate disposal
digestate effluent
